"CapShape","CapSurface","CapColor","Bruises","Odor","GillAttachment","GillSpacing","GillSize","GillColor","StalkShape","StalkRoot","StalkSurfaceAboveRing","StalkSurfaceBelowRing","StalkColorAboveRing","StalkColorBelowRing","VeilType","VeilColor","RingNumber","RingType","SporePrintColor","Population","Habitat","Class"
"convex","smooth","brown","False","none","free","close","broad","white","enlarging","bulbous","scaly","scaly","brown","brown","partial","white",2,"pendant","white","solitary","woods","edible"
"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","fibrous","white","False","none","free","crowded","broad","white","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"bell","smooth","brown","False","none","free","close","broad","white","enlarging","bulbous","scaly","scaly","brown","brown","partial","white",2,"pendant","white","solitary","paths","edible"
"knobbed","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"bell","smooth","brown","False","none","attached","close","broad","brown","enlarging","Missing[]","smooth","smooth","orange","orange","partial","brown",1,"pendant","brown","clustered","leaves","edible"
"knobbed","smooth","gray","False","none","free","crowded","broad","pink","enlarging","Missing[]","silky","silky","white","white","partial","white",2,"pendant","white","numerous","grasses","edible"
"knobbed","scaly","red","False","musty","free","close","broad","yellow","enlarging","club","silky","scaly","cinnamon","cinnamon","partial","white",0,"none","white","clustered","woods","poisonous"
"knobbed","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","smooth","brown","False","none","attached","close","broad","yellow","enlarging","Missing[]","smooth","smooth","orange","orange","partial","orange",1,"pendant","orange","clustered","leaves","edible"
"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","fibrous","white","False","none","free","crowded","broad","pink","enlarging","Missing[]","silky","smooth","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"convex","smooth","gray","False","none","free","crowded","broad","white","enlarging","Missing[]","smooth","silky","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"knobbed","smooth","brown","False","none","attached","close","broad","yellow","enlarging","Missing[]","smooth","smooth","orange","orange","partial","orange",1,"pendant","orange","several","leaves","edible"
"knobbed","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","white","False","none","free","crowded","broad","white","enlarging","Missing[]","silky","silky","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"knobbed","smooth","white","False","none","free","crowded","broad","gray","enlarging","Missing[]","silky","silky","white","white","partial","white",2,"pendant","white","numerous","grasses","edible"
"knobbed","smooth","white","False","none","free","crowded","broad","pink","enlarging","Missing[]","silky","smooth","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"knobbed","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","smooth","gray","False","none","free","crowded","broad","white","enlarging","Missing[]","smooth","silky","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"convex","fibrous","white","False","none","free","crowded","broad","gray","enlarging","Missing[]","smooth","silky","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"knobbed","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"bell","smooth","white","False","none","free","crowded","broad","gray","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"knobbed","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","smooth","gray","False","none","free","crowded","broad","pink","enlarging","Missing[]","smooth","silky","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"convex","smooth","white","False","none","free","crowded","broad","white","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"pendant","white","numerous","grasses","edible"
